id,code,name
product_codeIT,IT,conteo por centímetro
product_codeIU,IU,pulgada por segundo (velocidad lineal)
product_codeIV,IV,pulgada por segundo al cuadrado (aceleración)
product_codeJ2,J2,julios por kilogramo
product_codeJB,JB,jumbo
product_codeJE,JE,joule por kelvin
product_codeJG,JG,jarra
product_codeJK,JK,megajulio por kilogramo
product_codeJM,JM,megajulio por metro cúbico
product_codeJO,JO,articulación
product_codeJOU,JOU,joule
product_codeJR,JR,tarro
product_codeK1,K1,demanda de kilovatios
product_codeK2,K2,kilovoltios amperios reactivos de demanda
product_codeK3,K3,kilovoltio amperio hora reactiva
product_codeK5,K5,amperios kilovoltios (reactivos)
product_codeK6,K6,kilolitro
product_codeKA,KA,pastel
product_codeKB,KB,kilocharacter
product_codeKBA,KBA,kilobar
product_codeKD,KD,kilogramo decimal
product_codeKEL,KEL,kelvin
product_codeKF,KF,kilopacket
product_codeKG,KG,barrilete
product_codeKGM,KGM,kilogramo
product_codeKGS,KGS,kilogramo por segundo
product_codeKHZ,KHZ,kilohercio
product_codeKI,KI,Kilogramo por milímetro de ancho
product_codeKJ,KJ,kilosegmento
product_codeKJO,KJO,kilojoule
product_codeKL,KL,kilogramo por metro
product_codeKMH,KMH,kilómetro por hora
product_codeKMK,KMK,kilometro cuadrado
product_codeKMQ,KMQ,kilogramo por metro cúbico
product_codeKNI,KNI,kilogramo de nitrógeno
product_codeKNS,KNS,kilogramo de sustancia nombrada
product_codeKNT,KNT,nudo
product_codeKO,KO,Milliequivalencia de potasa cáustica por gramo de producto.
product_codeKPA,KPA,kilopascal
product_codeKPH,KPH,kilogramo de hidróxido de potasio (potasa cáustica)
product_codeKPO,KPO,kilogramo de óxido de potasio
product_codeKPP,KPP,kilogramo de pentóxido de fósforo (anhídrido fosfórico)
product_codeKR,KR,KilorÃ¶ntgen
product_codeKS,KS,mil libras por pulgada cuadrada
product_codeKSD,KSD,kilogramo de sustancia 90% seca
product_codeKSH,KSH,kilogramo de hidróxido de sodio (soda cáustica)
product_codeKT,KT,equipo
product_codeKTM,KTM,kilómetro
product_codeKTN,KTN,kilotonne
product_codeKUR,KUR,kilogramo de uranio
product_codeKVA,KVA,kilovoltio – ampere
product_codeKVR,KVR,kilovar
product_codeKVT,KVT,kilovoltio
product_codeKW,KW,kilogramos por milímetro
product_codeKWH,KWH,kilovatios hora
product_codeKWT,KWT,kilovatio
product_codeKX,KX,mililitro por kilogramo
product_codeL2,L2,litro por minuto
product_codeLA,LA,libra por pulgada cúbica
product_codeLBR,LBR,libra
product_codeLBT,LBT,libra troy
product_codeLC,LC,centímetro lineal
product_codeLD,LD,litro por día
product_codeLE,LE,lite
product_codeLEF,LEF,hoja
product_codeLF,LF,pie lineal
product_codeLH,LH,hora de trabajo
product_codeLI,LI,pulgada lineal
product_codeLJ,LJ,spray grande
product_codeLK,LK,enlazar
product_codeLM,LM,metro lineal
product_codeLN,LN,longitud
product_codeLO,LO,mucho
product_codeLP,LP,libra liquida
product_codeLPA,LPA,litro de alcohol puro
product_codeLR,LR,capa
product_codeLS,LS,Suma global
product_codeLTN,LTN,ton (Reino Unido) o longton (EE. UU.)
product_codeLTR,LTR,litro
product_codeLUM,LUM,lumen
product_codeLUX,LUX,lux
product_codeLX,LX,yarda lineal por libra
product_codeLY,LY,yarda lineal
product_codeM0,M0,cinta magnética
product_codeM1,M1,miligramos por litro
product_codeM4,M4,valor monetario
product_codeM5,M5,microcurie
product_codeM7,M7,micropulgada
product_codeM9,M9,millones de Btu por 1000 pies cúbicos
product_codeMA,MA,máquina por unidad
product_codeMAL,MAL,mega litro
product_codeMAM,MAM,megametro
product_codeMAW,MAW,megavatio
product_codeMBE,MBE,mil equivalentes de ladrillo estándar
product_codeMBF,MBF,mil pies de tabla
product_codeMBR,MBR,milibar
product_codeMC,MC,microgramo
product_codeMCU,MCU,milicurie
product_codeMD,MD,aire seco tonelada métrica
product_codeMF,MF,miligramo por pie cuadrado por lado
product_codeMGM,MGM,miligramo
product_codeMGM,MGM,megahercio
product_codeMIK,MIK,milla cuadrada
product_codeMIL,MIL,mil
product_codeMIN,MIN,minuto
product_codeMIO,MIO,millón
product_codeMIU,MIU,millones de unidades internacionales
product_codeMK,MK,miligramo por pulgada cuadrada
product_codeMLD,MLD,mil millones
product_codeMLT,MLT,mililitro
product_codeMMK,MMK,milímetro cuadrado
product_codeMMQ,MMQ,milímetro cúbico
product_codeMMT,MMT,milímetro
product_codeLUN,LUN,mes
product_codeMPA,MPA,megapascal
product_codeMQ,MQ,mil metros
product_codeMQH,MQH,metro cúbico por hora
product_codeMQS,MQS,metro cúbico por segundo
product_codeMSK,MSK,metro por segundo al cuadrado
product_codeMT,MT,estera
product_codeMTK,MTK,metro cuadrado
product_codeMTQ,MTQ,Metro cúbico
product_codeMTR,MTR,metro
product_codeMTS,MTS,metro por segundo
product_codeMV,MV,numero de mults
product_codeMVA,MVA,megavolt – ampere
product_codeMWH,MWH,megavatios hora (1000 kW.h)
product_codeN1,N1,calorías de la pluma
product_codeN2,N2,número de líneas
product_codeN3,N3,punto de impresión
product_codeNA,NA,miligramo por kilogramo
product_codeNAR,NAR,número de artículos
product_codeNB,NB,barcaza
product_codeNBB,NBB,número de bobinas
product_codeNC,NC,coche
product_codeNCL,NCL,número de celdas
product_codeND,ND,barril neto
product_codeNE,NE,litro neto
product_codeNEW,NEW,newton
product_codeNF,NF,mensaje
product_codeNG,NG,galón neto (nosotros)
product_codeNH,NH,hora del mensaje
product_codeNI,NI,galón imperial neto
product_codeNIU,NIU,número de unidades internacionales
product_codeNJ,NJ,número de pantallas
product_codeNL,NL,carga
product_codeMNI,MNI,milla nautica
product_codeNMP,NMP,número de paquetes
product_codeNN,NN,entrenar
product_codeNPL,NPL,número de parcelas
product_codeNPR,NPR,numero de pares
product_codeTNP,TNP,numero de partes
product_codeNQ,NQ,mho
product_codeNR,NR,micromho
product_codeNRL,NRL,número de rollos
product_codeNT,NT,tonelada neta
product_codeNTT,NTT,registro neto de toneladas
product_codeNU,NU,medidor de newton
product_codeNV,NV,vehículo
product_codeNX,NX,parte por mil
product_codeNY,NY,libra por aire seco tonelada métrica
product_codeOA,OA,panel
product_codeOHM,OHM,ohm
product_codeEN,EN,onza por yarda cuadrada
product_codeONZ,ONZ,onza
product_codeOP,OP,Dos paquetes
product_codeOT,OT,hora extra
product_codeONZ,ONZ,onza av
product_codeOZA,OZA,onza líquida (US)
product_codeOZI,OZI,onza líquida (Reino Unido)
product_codeP0,P0,pagina – electronica
product_codeP1,P1,por ciento
product_codeP2,P2,libra por pie
product_codeP3,P3,paquete de tres
product_codeP4,P4,paquete de cuatro
product_codeP5,P5,paquete de cinco
product_codeP6,P6,paquete de seis
product_codeP7,P7,paquete de siete
product_codeP8,P8,paquete de ocho
product_codeP9,P9,paquete de nueve
product_codePA,PA,paquete
product_codePAL,PAL,pascal
product_codePB,PB,par de pulgadas
product_codePD,PD,almohadilla
product_codePE,PE,equivalente en libras
product_codePF,PF,palet (ascensor)
product_codePG,PG,plato
product_codePGL,PGL,galón de prueba
product_codePi,Pi,tono
product_codePK,PK,paquete
product_codePL,PL,cubo
product_codePM,PM,porcentaje de libra
product_codePN,PN,libra neta
product_codePO,PO,libra por pulgada de longitud
product_codePQ,PQ,página por pulgada
product_codePR,PR,par
product_codePD,PD,fuerza de libra por pulgada cuadrada
product_codePT,PT,pinta
product_codePTD,PTD,pinta seca
product_codePTI,PTI,pinta (Reino Unido)
product_codePTL,PTL,pinta liquida (US)
product_codePU,PU,bandeja / paquete de bandeja
product_codePV,PV,media pinta (US)
product_codePW,PW,libra por pulgada de ancho
product_codePY,PY,Peck Dry (US)
product_codePZ,PZ,Peck Dry (Reino Unido)
product_codeQ3,Q3,comida
product_codeQA,QA,página – facsímil
product_codeQAN,QAN,cuarto (de un año)
product_codeQB,QB,página – copia impresa
product_codeQD,QD,cuarto de docena
product_codeQH,QH,un cuarto de hora
product_codeQK,QK,cuarto de kilogramo
product_codeQR,QR,mano de papel
product_codeQT,QT,cuarto de galón (US)
product_codeQTD,QTD,cuarto seco (EE. UU.)
product_codeQTI,QTI,cuarto de galón (Reino Unido)
product_codeQTL,QTL,cuarto líquido (US)
product_codeQTR,QTR,cuarto (UK)
product_codeR1,R1,pica
product_codeR4,R4,caloría
product_codeR9,R9,mil metros cúbicos
product_codeRA,RA,estante
product_codeRD,RD,barra
product_codeRG,RG,anillo
product_codeRH,RH,hora de funcionamiento o de funcionamiento
product_codeRK,RK,medida métrica rollo
product_codeRL,RL,carrete
product_codeRM,RM,resma
product_codeRN,RN,medida métrica de resma
product_codeRO,RO,rodar
product_codeRP,RP,libra por resma
product_codeRPM,RPM,revoluciones por minuto
product_codeRPS,RPS,revoluciones por segundo
product_codeRS,RS,Reiniciar
product_codeRT,RT,ingreso tonelada milla
product_codeRU,RU,correr
product_codeS3,S3,pie cuadrado por segundo
product_codeS4,S4,metro cuadrado por segundo
product_codeS5,S5,sesenta cuartos de pulgada
product_codeS6,S6,sesión
product_codeS7,S7,unidad de almacenamiento
product_codeS8,S8,unidad de publicidad estándar
product_codeSA,SA,saco
product_codeSAN,SAN,medio año (6 meses)
product_codeOCS,OCS,Puntuación
product_codeSCR,SCR,escrúpulo
product_codeSD,SD,libra solida
product_codeSE,SE,sección
product_codeSEC,SEC,segundo
product_codeSET,SET,conjunto
product_codeSG,SG,segmento
product_codeSHT,SHT,tonelada de envío
product_codeSIE,SIE,siemens
product_codeSK,SK,camión cisterna dividido
product_codeSL,SL,hoja de deslizamiento
product_codeSMI,SMI,milla (milla estatutaria)
product_codeSN,SN,varilla cuadrada
product_codeSO,SO,carrete
product_codeSP,SP,paquete de estante
product_codeSQ,SQ,cuadrado
product_codeSR,SR,tira
product_codeSS,SS,hoja métrica medida
product_codeSST,SST,corto estándar (7200 partidos)
product_codeST,ST,hoja
product_codeITS,ITS,piedra (Reino Unido)
product_codeSTN,STN,tonelada (US) o tonelada corta (UK / US)
product_codeSV,SV,patinar
product_codeSO,SO,madeja
product_codeSX,SX,envío
product_codeT0,T0,Línea de telecomunicaciones en servicio.
product_codeT1,T1,mil libras brutas
product_codeT3,T3,mil piezas
product_codeT4,T4,bolsa de mil
product_codeT5,T5,caja de mil
product_codeT6,T6,mil galones (US)
product_codeT7,T7,mil impresiones
product_codeT8,T8,mil pulgadas lineales
product_codeTA,TA,décimo pie cúbico
product_codeTAH,TAH,Kiloampere hora (mil amperios hora)
product_codeTC,TC,camion
product_codeTD,TD,termia
product_codeTE,TE,totalizador
product_codeTF,TF,diez metros cuadrados
product_codeTI,TI,mil pulgadas cuadradas
product_codeTJ,TJ,mil centímetros cuadrados
product_codeTK,TK,"tanque, rectangular"
product_codeTL,TL,mil pies (lineales)
product_codeTN,TN,estaño
product_codeTNE,TNE,tonelada (tonelada métrica)
product_codeTP,TP,paquete de diez
product_codeTPR,TPR,diez pares
product_codeTQ,TQ,mil pies
product_codeTQD,TQD,mil metros cúbicos por día
product_codeTR,TR,diez pies cuadrados
product_codeTRL,TRL,trillón (EUR)
product_codeTS,TS,mil pies cuadrados
product_codeTSD,TSD,tonelada de sustancia 90% seca
product_codeTSH,TSH,tonelada de vapor por hora
product_codeTT,TT,mil metros lineales
product_codeTU,TU,tubo
product_codeTV,TV,mil kilogramos
product_codeTW,TW,mil hojas
product_codeTY,TY,"tanque, cilíndrico"
product_codeU1,U1,tratamiento
product_codeU2,U2,tableta
product_codeUA,UA,torr
product_codeUB,UB,Línea de telecomunicaciones en servicio promedio.
product_codeUC,UC,puerto de telecomunicaciones
product_codeUD,UD,décimo minuto
product_codeUE,UE,décima hora
product_codeUF,UF,uso por línea de telecomunicación promedio
product_codeUH,UH,diez mil yardas
product_codeUM,UM,millones de unidades
product_codeVA,VA,voltio amperio por kilogramo
product_codeVI,VI,frasco
product_codeVLT,VLT,voltio
product_codeVQ,VQ,abultar
product_codeVS,VS,visitar
product_codeW2,W2,kilo mojado
product_codeW4,W4,dos semanas
product_codeWA,WA,vatio por kilogramo
product_codeWB,WB,libra mojada
product_codeWCD,WCD,cable
product_codeWE,WE,tonelada mojada
product_codeWEB,WEB,weber
product_codeWEE,WEE,semana
product_codeWG,WG,galon de vino
product_codeWH,WH,rueda
product_codeWHR,WHR,vatios hora
product_codeWI,WI,peso por pulgada cuadrada
product_codeWM,WM,mes de trabajo
product_codeWR,WR,envolver
product_codeWSD,WSD,estándar
product_codeWTT,WTT,vatio
product_codeWW,WW,mililitro de agua
product_codeX1,X1,cadena
product_codeYDK,YDK,yarda cuadrada
product_codeYDQ,YDQ,Yarda cúbica
product_codeYL,YL,cien yardas lineales
product_codeYRD,YRD,yarda
product_codeYT,YT,diez yardas
product_codeZ1,Z1,van de elevación
product_codeZ2,Z2,pecho
product_codeZ3,Z3,barril
product_codeZ4,Z4,pipa
product_codeZ5,Z5,arrastrar
product_codeZ6,Z6,punto de conferencia
product_codeZ8,Z8,línea de noticias de ágata
product_codeZP,ZP,página
product_codeZZ,ZZ,mutuamente definido
